radial_step,angle_deg,gx,gy,gz,bmag
4,240.50,-3.788000,4.843000,1.218000,6.267944
4,241.99,-4.071000,4.733000,1.280000,6.372812
4,243.49,-4.396000,4.601000,1.331000,6.501198
4,244.98,-4.668000,4.477000,1.424000,6.622804
4,246.47,-4.928000,4.346000,1.464000,6.731731
4,247.97,-5.265000,4.178000,1.531000,6.893466
4,249.46,-5.513000,4.048000,1.594000,7.022842
4,250.95,-5.741000,3.894000,1.655000,7.131714
4,252.45,-5.976000,3.750000,1.697000,7.256369
4,253.94,-6.190000,3.602000,1.753000,7.373162
4,255.44,-6.417000,3.421000,1.805000,7.492607
4,256.93,-6.582000,3.289000,1.858000,7.588966
4,258.42,-6.725000,3.151000,1.896000,7.664805
4,259.92,-6.890000,3.011000,1.925000,7.761691
4,261.41,-7.039000,2.867000,1.958000,7.848629
4,262.90,-7.182000,2.704000,2.011000,7.933276
4,264.40,-7.307000,2.548000,2.038000,8.002374
4,265.89,-7.422000,2.403000,2.072000,8.071783
4,267.39,-7.521000,2.250000,2.099000,8.126115
4,268.88,-7.624000,2.106000,2.123000,8.189490
4,270.37,-7.726000,1.917000,2.154000,8.246556
4,271.87,-7.800000,1.766000,2.169000,8.286333
4,273.36,-7.867000,1.611000,2.198000,8.325636
4,274.85,-7.930000,1.468000,2.223000,8.365504
4,276.35,-7.966000,1.324000,2.235000,8.378864
4,277.84,-8.020000,1.127000,2.249000,8.405268
4,279.34,-8.048000,0.988000,2.264000,8.418559
4,280.83,-8.077000,0.839000,2.271000,8.432040
4,282.32,-8.082000,0.702000,2.287000,8.428636
4,283.82,-8.093000,0.556000,2.294000,8.430197
4,285.31,-8.081000,0.366000,2.310000,8.412646
4,286.80,-8.057000,0.227000,2.308000,8.384130
4,288.30,-8.045000,0.090000,2.309000,8.370281
4,289.79,-8.012000,-0.041000,2.309000,8.338184
4,291.29,-7.968000,-0.224000,2.296000,8.295229
4,292.78,-7.922000,-0.373000,2.293000,8.255608
4,294.27,-7.869000,-0.492000,2.233000,8.194481
4,295.77,-7.791000,-0.663000,2.284000,8.145913
4,297.26,-7.718000,-0.783000,2.284000,8.086858
4,298.76,-7.613000,-0.962000,2.249000,7.996325
4,300.25,-7.522000,-1.095000,2.233000,7.922487
4,301.74,-7.398000,-1.251000,2.221000,7.824848
4,303.24,-7.285000,-1.363000,2.197000,7.730188
4,304.73,-7.165000,-1.502000,2.176000,7.637290
4,306.22,-7.009000,-1.645000,2.156000,7.515347
4,307.72,-6.883000,-1.764000,2.128000,7.417262
4,309.21,-6.701000,-1.898000,2.098000,7.273748
4,310.71,-6.558000,-2.022000,2.071000,7.168325
4,312.20,-6.402000,-2.124000,2.043000,7.047753
4,313.69,-6.190000,-2.250000,2.008000,6.885540
4,315.19,-6.018000,-2.351000,1.969000,6.754294
4,316.68,-5.794000,-2.460000,1.950000,6.589730
4,318.17,-5.616000,-2.556000,1.900000,6.456206
4,319.67,-5.429000,-2.645000,1.866000,6.320761
4,321.16,-5.184000,-2.750000,1.826000,6.145782
4,322.66,-4.979000,-2.827000,1.786000,5.997680
4,324.15,-4.713000,-2.940000,1.730000,5.817978
4,325.64,-4.491000,-3.010000,1.696000,5.666180
4,327.14,-4.216000,-3.094000,1.637000,5.479714
4,328.63,-3.991000,-3.156000,1.606000,5.335509
4,330.12,-3.760000,-3.220000,1.572000,5.193956
4,331.62,-3.458000,-3.292000,1.502000,5.005101
4,333.11,-3.223000,-3.342000,1.448000,4.863476
4,334.61,-2.897000,-3.416000,1.404000,4.693920
4,336.10,-2.660000,-3.459000,1.358000,4.569950
4,337.59,-2.419000,-3.494000,1.301000,4.444344
4,339.09,-2.090000,-3.546000,1.256000,4.303458
4,340.58,-1.832000,-3.580000,1.208000,4.199034
4,342.07,-1.493000,-3.620000,1.131000,4.075857
4,343.57,-1.211000,-3.650000,1.071000,3.992000
4,345.06,-0.945000,-3.674000,1.025000,3.929622
4,346.56,-0.620000,-3.690000,0.951000,3.860687
4,348.05,-0.350000,-3.707000,0.902000,3.831182
4,349.54,0.003000,-3.718000,0.822000,3.807784
4,351.04,0.293000,-3.720000,0.762000,3.808529
4,352.53,0.580000,-3.727000,0.715000,3.839030
4,354.02,0.871000,-3.722000,0.662000,3.879455
4,355.52,1.221000,-3.711000,0.592000,3.951307
4,357.01,1.507000,-3.693000,0.528000,4.023442
4,358.51,1.812000,-3.675000,0.469000,4.124188
5,0.00,2.075000,-3.662000,0.409000,4.228847
5,1.49,2.356000,-3.628000,0.351000,4.340083
5,2.99,2.716000,-3.595000,0.289000,4.514887
5,4.48,2.983000,-3.570000,0.236000,4.658206
5,5.98,3.270000,-3.521000,0.190000,4.808996
5,7.47,3.417000,-3.511000,0.183000,4.902703
5,8.96,3.254000,-3.474000,0.199000,4.764115
5,10.46,3.270000,-3.485000,0.169000,4.781912
5,11.95,3.294000,-3.465000,0.142000,4.782972
5,13.44,3.260000,-3.472000,0.177000,4.765891
5,14.94,3.286000,-3.460000,0.158000,4.774344
5,16.43,3.276000,-3.465000,0.158000,4.771097
5,17.93,3.278000,-3.467000,0.163000,4.774091
5,19.42,3.283000,-3.473000,0.170000,4.782125
5,20.91,3.282000,-3.468000,0.166000,4.777667
5,22.41,3.279000,-3.465000,0.169000,4.773534
5,23.90,3.279000,-3.465000,0.176000,4.773787
5,25.39,3.280000,-3.467000,0.174000,4.775852
5,26.89,3.276000,-3.466000,0.169000,4.772200
5,28.38,3.278000,-3.470000,0.173000,4.776622
5,29.88,3.281000,-3.467000,0.163000,4.776151
5,31.37,3.283000,-3.466000,0.157000,4.776599
5,32.86,3.281000,-3.469000,0.158000,4.777435
5,34.36,3.287000,-3.460000,0.168000,4.775374
5,35.85,3.289000,-3.465000,0.165000,4.780269
5,37.34,3.283000,-3.465000,0.162000,4.776040
5,38.84,3.281000,-3.467000,0.167000,4.776289
5,40.33,3.281000,-3.469000,0.168000,4.777776
5,41.83,3.288000,-3.465000,0.169000,4.779721
5,43.32,3.282000,-3.464000,0.174000,4.775049
5,44.81,3.281000,-3.469000,0.164000,4.777637
5,46.31,3.277000,-3.465000,0.160000,4.771850
5,47.80,3.280000,-3.468000,0.158000,4.776022
5,49.29,3.283000,-3.470000,0.154000,4.779404
5,50.79,3.282000,-3.471000,0.164000,4.779776
5,52.28,3.279000,-3.473000,0.155000,4.778870
5,53.78,3.284000,-3.466000,0.168000,4.777660
5,55.27,3.275000,-3.465000,0.165000,4.770647
5,56.76,3.282000,-3.464000,0.167000,4.774799
5,58.26,3.286000,-3.467000,0.159000,4.779452
5,59.75,3.220000,-3.434000,0.187000,4.711234
5,61.24,3.188000,-3.389000,0.180000,4.656293
5,62.74,3.135000,-3.312000,0.187000,4.564268
5,64.23,3.072000,-3.263000,0.214000,4.486663
5,65.73,3.039000,-3.223000,0.220000,4.435273
5,67.22,3.039000,-3.216000,0.227000,4.430542
5,68.71,3.030000,-3.227000,0.233000,4.432687
5,70.21,3.033000,-3.220000,0.227000,4.429336
5,71.70,3.038000,-3.216000,0.222000,4.429603
5,73.20,3.034000,-3.219000,0.230000,4.429449
5,74.69,3.032000,-3.218000,0.232000,4.427457
5,76.18,3.039000,-3.219000,0.234000,4.433084
5,77.68,3.039000,-3.222000,0.232000,4.435158
5,79.17,3.043000,-3.218000,0.225000,4.434636
5,80.66,3.033000,-3.223000,0.225000,4.431415
5,82.16,3.038000,-3.217000,0.216000,4.430033
5,83.65,3.036000,-3.220000,0.222000,4.431138
5,85.15,3.035000,-3.218000,0.225000,4.429150
5,86.64,3.038000,-3.219000,0.223000,4.431832
5,88.13,3.034000,-3.215000,0.232000,4.426647
5,89.63,3.038000,-3.225000,0.229000,4.436497
5,91.12,3.009000,-3.189000,0.175000,4.387987
5,92.61,3.275000,-3.245000,0.234000,4.616320
5,94.11,3.453000,-3.194000,0.163000,4.706529
5,95.60,3.454000,-3.185000,0.141000,4.700449
5,97.10,3.447000,-3.172000,0.127000,4.686099
5,98.59,3.536000,-3.184000,0.129000,4.760020
5,100.08,3.931000,-3.118000,0.048000,5.017668
5,101.58,4.224000,-3.053000,-0.023000,5.211863
5,103.07,4.461000,-2.998000,-0.075000,5.375328
5,104.56,4.745000,-2.938000,-0.112000,5.582062
5,106.06,4.963000,-2.866000,-0.164000,5.733430
5,107.55,5.222000,-2.787000,-0.234000,5.923800
5,109.05,5.446000,-2.724000,-0.285000,6.095926
5,110.54,5.656000,-2.662000,-0.320000,6.259311
5,112.03,5.892000,-2.576000,-0.361000,6.440634
5,113.53,6.061000,-2.505000,-0.418000,6.571565
5,115.02,6.290000,-2.419000,-0.457000,6.754592
5,116.51,6.500000,-2.331000,-0.500000,6.923407
5,118.01,6.698000,-2.252000,-0.549000,7.087744
5,119.50,6.952000,-2.111000,-0.608000,7.290836
5,121.00,7.149000,-2.010000,-0.652000,7.454757
5,122.49,7.366000,-1.891000,-0.698000,7.636821
5,123.98,7.541000,-1.787000,-0.741000,7.785187
5,125.48,7.714000,-1.668000,-0.788000,7.931517
5,126.97,7.926000,-1.519000,-0.851000,8.114988
5,128.46,8.081000,-1.402000,-0.880000,8.248792
5,129.96,8.269000,-1.249000,-0.916000,8.412813
5,131.45,8.402000,-1.136000,-0.963000,8.532964
5,132.95,8.588000,-0.961000,-1.010000,8.700423
5,134.44,8.720000,-0.816000,-1.040000,8.819629
5,135.93,8.840000,-0.685000,-1.086000,8.932761
5,137.43,8.982000,-0.499000,-1.117000,9.064933
5,138.92,9.094000,-0.348000,-1.147000,9.172652
5,140.41,9.212000,-0.156000,-1.194000,9.290367
5,141.91,9.299000,-0.011000,-1.206000,9.376884
5,143.40,9.389000,0.144000,-1.235000,9.470970
5,144.90,9.465000,0.345000,-1.268000,9.555787
5,146.39,9.529000,0.505000,-1.287000,9.628771
5,147.88,9.565000,0.677000,-1.305000,9.677323
5,149.38,9.605000,0.824000,-1.331000,9.731730
5,150.87,9.624000,0.989000,-1.341000,9.767179
5,152.37,9.663000,1.190000,-1.351000,9.829286
5,153.86,9.661000,1.358000,-1.367000,9.851283
5,155.35,9.658000,1.521000,-1.369000,9.872414
5,156.85,9.641000,1.685000,-1.376000,9.883394
5,158.34,9.616000,1.842000,-1.388000,9.888729
5,159.83,9.568000,2.055000,-1.387000,9.883998
5,161.33,9.527000,2.229000,-1.380000,9.881122
5,162.82,9.463000,2.382000,-1.385000,9.855989
5,164.32,9.391000,2.536000,-1.379000,9.824654
5,165.81,9.317000,2.695000,-1.368000,9.794945
5,167.30,9.203000,2.890000,-1.354000,9.740669
5,168.80,9.094000,3.049000,-1.345000,9.685363
5,170.29,8.972000,3.192000,-1.331000,9.615467
5,171.78,8.853000,3.325000,-1.311000,9.547249
5,173.28,8.725000,3.469000,-1.294000,9.478081
5,174.77,8.543000,3.654000,-1.250000,9.375343
5,176.27,8.394000,3.778000,-1.232000,9.287106
5,177.76,8.240000,3.906000,-1.207000,9.198439
5,179.25,8.071000,4.027000,-1.174000,9.095936
5,180.75,7.886000,4.151000,-1.149000,8.985544
5,182.24,7.656000,4.295000,-1.102000,8.847359
5,183.73,7.464000,4.405000,-1.063000,8.731855
5,185.23,7.259000,4.503000,-1.045000,8.605935
5,186.72,7.056000,4.605000,-1.000000,8.484878
5,188.22,6.826000,4.710000,-0.947000,8.347166
5,189.71,6.530000,4.833000,-0.912000,8.174994
5,191.20,6.309000,4.916000,-0.858000,8.044048
5,192.70,6.059000,4.991000,-0.812000,7.891825
5,194.19,5.817000,5.067000,-0.766000,7.752337
5,195.68,5.559000,5.140000,-0.727000,7.605959
5,197.18,5.231000,5.219000,-0.646000,7.417455
5,198.67,4.961000,5.276000,-0.611000,7.267807
5,200.17,4.695000,5.331000,-0.546000,7.124655
5,201.66,4.400000,5.378000,-0.500000,6.966555
5,203.15,4.055000,5.429000,-0.439000,6.790419
5,204.65,3.773000,5.462000,-0.391000,6.649951
5,206.14,3.499000,5.497000,-0.332000,6.524587
5,207.63,3.209000,5.519000,-0.269000,6.389789
5,209.13,2.911000,5.536000,-0.219000,6.258528
5,210.62,2.525000,5.551000,-0.148000,6.100093
5,212.12,2.222000,5.555000,-0.086000,5.983536
5,213.61,1.933000,5.560000,-0.034000,5.886531
5,215.10,1.623000,5.557000,0.024000,5.789210
5,216.60,1.308000,5.546000,0.095000,5.698948
5,218.09,0.998000,5.536000,0.154000,5.627345
5,219.59,0.695000,5.515000,0.202000,5.562289
5,221.08,0.381000,5.489000,0.261000,5.508394
5,222.57,0.074000,5.449000,0.331000,5.459546
5,224.07,-0.237000,5.411000,0.396000,5.430645
5,225.56,-0.536000,5.373000,0.462000,5.419397
5,227.05,-0.840000,5.331000,0.508000,5.420630
5,228.55,-1.213000,5.260000,0.609000,5.432297
5,230.04,-1.493000,5.205000,0.668000,5.455942
5,231.54,-1.792000,5.132000,0.725000,5.484005
5,233.03,-2.084000,5.068000,0.785000,5.535694
5,234.52,-2.376000,4.992000,0.833000,5.591004
5,236.02,-2.737000,4.883000,0.925000,5.673666
5,237.51,-2.989000,4.802000,0.984000,5.741218
5,239.00,-3.268000,4.719000,1.044000,5.834271
5,240.50,-3.543000,4.618000,1.089000,5.921545
5,241.99,-3.887000,4.494000,1.158000,6.053575
5,243.49,-4.160000,4.367000,1.231000,6.155619
5,244.98,-4.409000,4.251000,1.281000,6.257095
5,246.47,-4.654000,4.141000,1.323000,6.368511
5,247.97,-4.928000,4.004000,1.382000,6.498240
5,249.46,-5.227000,3.829000,1.460000,6.641865
5,250.95,-5.437000,3.697000,1.507000,6.745356
5,252.45,-5.649000,3.560000,1.565000,6.858136
5,253.94,-5.843000,3.419000,1.609000,6.958383
5,255.44,-6.029000,3.281000,1.639000,7.056920
5,256.93,-6.209000,3.128000,1.696000,7.156290
5,258.42,-6.353000,2.996000,1.735000,7.235112
5,259.92,-6.490000,2.877000,1.770000,7.316429
5,261.41,-6.623000,2.752000,1.787000,7.391279
5,262.90,-6.734000,2.617000,1.818000,7.449870
5,264.40,-6.877000,2.436000,1.859000,7.528818
5,265.89,-6.983000,2.311000,1.886000,7.593419
5,267.39,-7.074000,2.180000,1.916000,7.646236
5,268.88,-7.168000,2.046000,1.930000,7.700081
5,270.37,-7.249000,1.898000,1.957000,7.744692
5,271.87,-7.324000,1.717000,1.989000,7.781079
5,273.36,-7.394000,1.583000,1.989000,7.818775
5,274.85,-7.444000,1.451000,2.030000,7.851079
5,276.35,-7.487000,1.318000,2.039000,7.870820
5,277.84,-7.529000,1.173000,2.045000,7.889474
5,279.34,-7.570000,0.997000,2.064000,7.909425
5,280.83,-7.587000,0.870000,2.080000,7.914914
5,282.32,-7.601000,0.731000,2.092000,7.917451
5,283.82,-7.603000,0.593000,2.100000,7.909947
5,285.31,-7.590000,0.447000,2.100000,7.887833
5,286.80,-7.575000,0.286000,2.102000,7.866437
5,288.30,-7.554000,0.166000,2.111000,7.845176
5,289.79,-7.520000,0.030000,2.115000,7.811820
5,291.29,-7.486000,-0.115000,2.100000,7.775823
5,292.78,-7.421000,-0.276000,2.110000,7.720072
5,294.27,-7.367000,-0.406000,2.100000,7.671214
5,295.77,-7.317000,-0.531000,2.093000,7.628964
5,297.26,-7.223000,-0.676000,2.072000,7.544660
5,298.76,-7.139000,-0.810000,2.077000,7.478994
5,300.25,-7.019000,-0.963000,2.056000,7.377050
5,301.74,-6.936000,-1.079000,2.046000,7.311529
5,303.24,-6.835000,-1.188000,2.021000,7.225857
5,304.73,-6.685000,-1.334000,2.007000,7.106112
5,306.22,-6.563000,-1.447000,1.982000,7.006790
5,307.72,-6.406000,-1.581000,1.976000,6.887741
5,309.21,-6.271000,-1.679000,1.936000,6.774406
5,310.71,-6.104000,-1.808000,1.923000,6.650234
5,312.20,-5.944000,-1.912000,1.892000,6.524304
5,313.69,-5.801000,-2.006000,1.856000,6.412517
5,315.19,-5.605000,-2.111000,1.829000,6.262395
5,316.68,-5.434000,-2.208000,1.807000,6.137497
5,318.17,-5.215000,-2.327000,1.777000,5.980709
5,319.67,-5.040000,-2.403000,1.742000,5.848981
5,321.16,-4.858000,-2.484000,1.716000,5.719709
5,322.66,-4.617000,-2.583000,1.664000,5.545942
5,324.15,-4.419000,-2.659000,1.617000,5.404862
5,325.64,-4.168000,-2.736000,1.584000,5.231346
5,327.14,-3.968000,-2.815000,1.548000,5.105443
5,328.63,-3.762000,-2.868000,1.519000,4.968443
5,330.12,-3.498000,-2.944000,1.467000,4.801586
5,331.62,-3.265000,-2.992000,1.433000,4.654651
5,333.11,-2.976000,-3.064000,1.365000,4.484183
5,334.61,-2.760000,-3.108000,1.338000,4.366636
5,336.10,-2.466000,-3.167000,1.280000,4.213009
5,337.59,-2.226000,-3.205000,1.241000,4.094775
5,339.09,-1.997000,-3.236000,1.191000,3.984744
5,340.58,-1.694000,-3.285000,1.130000,3.864940
5,342.07,-1.451000,-3.308000,1.095000,3.774558
5,343.57,-1.132000,-3.344000,1.026000,3.676471
5,345.06,-0.878000,-3.367000,0.986000,3.616596
5,346.56,-0.636000,-3.385000,0.938000,3.569673
5,348.05,-0.316000,-3.389000,0.883000,3.516371
5,349.54,-0.048000,-3.411000,0.833000,3.511569
5,351.04,0.291000,-3.412000,0.757000,3.507061
5,352.53,0.567000,-3.423000,0.702000,3.539947
5,354.02,0.831000,-3.414000,0.657000,3.574578
5,355.52,1.095000,-3.405000,0.610000,3.628381
5,357.01,1.375000,-3.402000,0.552000,3.710651
5,358.51,1.700000,-3.374000,0.499000,3.810889
6,0.00,1.977000,-3.362000,0.443000,3.925280
6,1.50,2.245000,-3.345000,0.384000,4.046790
6,3.00,2.522000,-3.307000,0.329000,4.171927
6,4.50,2.767000,-3.282000,0.291000,4.302615
6,6.00,3.123000,-3.254000,0.238000,4.516447
6,7.50,3.163000,-3.205000,0.220000,4.508325
6,9.00,3.095000,-3.189000,0.231000,4.449956
6,10.50,3.086000,-3.204000,0.257000,4.455902
6,12.00,3.086000,-3.199000,0.235000,4.451092
6,13.50,3.087000,-3.198000,0.228000,4.450703
6,15.00,3.089000,-3.195000,0.244000,4.450784
6,16.50,3.087000,-3.200000,0.241000,4.452825
6,18.00,3.082000,-3.200000,0.237000,4.449145
6,19.50,3.083000,-3.197000,0.232000,4.447417
6,21.00,3.088000,-3.201000,0.231000,4.453707
6,22.50,3.081000,-3.197000,0.241000,4.446510
6,24.00,3.079000,-3.200000,0.234000,4.446909
6,25.50,3.076000,-3.198000,0.228000,4.443080
6,27.00,3.083000,-3.199000,0.224000,4.448445
6,28.50,3.084000,-3.200000,0.237000,4.450531
6,30.00,3.084000,-3.198000,0.229000,4.448674
6,31.50,3.079000,-3.190000,0.237000,4.439877
6,33.00,3.078000,-3.200000,0.217000,4.445354
6,34.50,3.084000,-3.200000,0.231000,4.450215
6,36.00,3.084000,-3.197000,0.236000,4.448321
6,37.50,3.084000,-3.199000,0.226000,4.449240
6,39.00,3.078000,-3.196000,0.229000,4.443078
6,40.50,3.080000,-3.196000,0.237000,4.444883
6,42.00,3.075000,-3.200000,0.232000,4.444035
6,43.50,3.076000,-3.199000,0.222000,4.443496
6,45.00,3.082000,-3.197000,0.235000,4.446882
6,46.50,3.086000,-3.196000,0.239000,4.449150
6,48.00,3.078000,-3.197000,0.235000,4.444110
6,49.50,3.079000,-3.198000,0.230000,4.445261
6,51.00,3.077000,-3.198000,0.240000,4.444405
6,52.50,3.081000,-3.201000,0.240000,4.449333
6,54.00,3.077000,-3.204000,0.233000,4.448352
6,55.50,3.083000,-3.202000,0.231000,4.450961
6,57.00,3.079000,-3.196000,0.231000,4.443874
6,58.50,3.085000,-3.198000,0.235000,4.449680
6,60.00,3.000000,-3.153000,0.262000,4.360052
6,61.50,2.967000,-3.099000,0.249000,4.297545
6,63.00,2.940000,-3.037000,0.258000,4.234800
6,64.50,2.914000,-2.982000,0.242000,4.176396
6,66.00,2.914000,-2.971000,0.246000,4.168783
6,67.50,2.915000,-2.972000,0.249000,4.170373
6,69.00,2.912000,-2.971000,0.244000,4.167268
6,70.50,2.919000,-2.964000,0.248000,4.167417
6,72.00,2.910000,-2.971000,0.241000,4.165696
6,73.50,2.914000,-2.970000,0.239000,4.167663
6,75.00,2.913000,-2.968000,0.245000,4.165887
6,76.50,2.916000,-2.973000,0.246000,4.171607
6,78.00,2.910000,-2.974000,0.238000,4.167664
6,79.50,2.908000,-2.976000,0.244000,4.168042
6,81.00,2.909000,-2.968000,0.248000,4.163269
6,82.50,2.914000,-2.968000,0.244000,4.166528
6,84.00,2.908000,-2.976000,0.232000,4.167357
6,85.50,2.908000,-2.973000,0.250000,4.166256
6,87.00,2.919000,-2.969000,0.243000,4.170680
6,88.50,2.909000,-2.969000,0.244000,4.163746
6,90.00,2.913000,-2.965000,0.254000,4.164290
6,91.50,2.911000,-2.967000,0.215000,4.162119
6,93.00,3.243000,-2.962000,0.202000,4.396737
6,94.50,3.340000,-2.934000,0.164000,4.448691
6,96.00,3.398000,-2.912000,0.111000,4.476435
6,97.50,3.422000,-2.891000,0.100000,4.480844
6,99.00,3.440000,-2.886000,0.092000,4.491220
6,100.50,3.622000,-2.874000,0.076000,4.624342
6,102.00,4.137000,-2.786000,-0.020000,4.987681
6,103.50,4.439000,-2.706000,-0.074000,5.199292
6,105.00,4.658000,-2.654000,-0.116000,5.362288
6,106.50,4.925000,-2.564000,-0.192000,5.555770
6,108.00,5.140000,-2.507000,-0.247000,5.724129
6,109.50,5.401000,-2.420000,-0.292000,5.925577
6,111.00,5.598000,-2.343000,-0.326000,6.077296
6,112.50,5.837000,-2.262000,-0.373000,6.271072
6,114.00,6.007000,-2.179000,-0.413000,6.403332
6,115.50,6.169000,-2.113000,-0.443000,6.535869
6,117.00,6.402000,-2.004000,-0.486000,6.725906
6,118.50,6.585000,-1.914000,-0.537000,6.878517
6,120.00,6.794000,-1.805000,-0.583000,7.053818
6,121.50,6.950000,-1.715000,-0.624000,7.185618
6,123.00,7.121000,-1.603000,-0.659000,7.328883
6,124.50,7.333000,-1.474000,-0.715000,7.513773
6,126.00,7.491000,-1.362000,-0.709000,7.646751
6,127.50,7.667000,-1.221000,-0.805000,7.805239
6,129.00,7.807000,-1.107000,-0.830000,7.928657
6,130.50,7.951000,-0.984000,-0.865000,8.058218
6,132.00,8.122000,-0.814000,-0.905000,8.212704
6,133.50,8.244000,-0.686000,-0.943000,8.326066
6,135.00,8.397000,-0.520000,-0.978000,8.469740
6,136.50,8.498000,-0.383000,-1.012000,8.566612
6,138.00,8.611000,-0.218000,-1.054000,8.678004
6,139.50,8.702000,-0.060000,-1.083000,8.769338
6,141.00,8.789000,0.083000,-1.103000,8.858330
6,142.50,8.868000,0.265000,-1.137000,8.944519
6,144.00,8.941000,0.422000,-1.149000,9.024398
6,145.50,8.981000,0.572000,-1.166000,9.074420
6,147.00,9.028000,0.725000,-1.184000,9.134126
6,148.50,9.060000,0.870000,-1.199000,9.180311
6,150.00,9.089000,1.057000,-1.206000,9.229388
6,151.50,9.103000,1.210000,-1.221000,9.263884
6,153.00,9.107000,1.370000,-1.234000,9.291776
6,154.50,9.096000,1.522000,-1.247000,9.306380
6,156.00,9.079000,1.674000,-1.240000,9.314941
6,157.50,9.049000,1.874000,-1.245000,9.324500
6,159.00,8.997000,2.024000,-1.246000,9.305649
6,160.50,8.956000,2.168000,-1.238000,9.297462
6,162.00,8.896000,2.316000,-1.241000,9.275923
6,163.50,8.836000,2.456000,-1.239000,9.254294
6,165.00,8.735000,2.647000,-1.223000,9.208831
6,166.50,8.638000,2.792000,-1.219000,9.159491
6,168.00,8.554000,2.933000,-1.204000,9.122665
6,169.50,8.441000,3.067000,-1.187000,9.059025
6,171.00,8.328000,3.202000,-1.177000,8.999651
6,172.50,8.171000,3.373000,-1.158000,8.915343
6,174.00,8.033000,3.489000,-1.127000,8.830195
6,175.50,7.894000,3.614000,-1.106000,8.752112
6,177.00,7.738000,3.725000,-1.090000,8.656811
6,178.50,7.586000,3.852000,-1.054000,8.572993
6,180.00,7.373000,3.988000,-1.028000,8.445239
6,181.50,7.206000,4.099000,-0.997000,8.349985
6,183.00,7.021000,4.200000,-0.964000,8.237945
6,184.50,6.821000,4.285000,-0.928000,8.108542
6,186.00,6.641000,4.380000,-0.898000,8.005853
6,187.50,6.369000,4.504000,-0.845000,7.846286
6,189.00,6.143000,4.594000,-0.814000,7.713876
6,190.50,5.929000,4.663000,-0.777000,7.582898
6,192.00,5.711000,4.738000,-0.737000,7.457033
6,193.50,5.478000,4.805000,-0.699000,7.320185
6,195.00,5.179000,4.891000,-0.638000,7.151990
6,196.50,4.934000,4.951000,-0.592000,7.014786
6,198.00,4.687000,5.001000,-0.550000,6.876080
6,199.50,4.437000,5.045000,-0.499000,6.737061
6,201.00,4.179000,5.101000,-0.448000,6.609459
6,202.50,3.838000,5.150000,-0.396000,6.435026
6,204.00,3.576000,5.180000,-0.345000,6.303904
6,205.50,3.298000,5.209000,-0.293000,6.172223
6,207.00,3.027000,5.237000,-0.238000,6.053556
6,208.50,2.737000,5.252000,-0.188000,5.925371
6,210.00,2.382000,5.268000,-0.116000,5.782664
6,211.50,2.105000,5.278000,-0.073000,5.682749
6,213.00,1.825000,5.280000,-0.023000,5.586551
6,214.50,1.518000,5.266000,0.048000,5.480637
6,216.00,1.242000,5.260000,0.102000,5.405605
6,217.50,0.970000,5.255000,0.154000,5.345993
6,219.00,0.686000,5.238000,0.194000,5.286291
6,220.50,0.418000,5.217000,0.254000,5.239879
6,222.00,0.121000,5.187000,0.303000,5.197251
6,223.50,-0.177000,5.150000,0.363000,5.165810
6,225.00,-0.447000,5.112000,0.422000,5.148829
6,226.50,-0.788000,5.060000,0.484000,5.143812
6,228.00,-1.076000,5.010000,0.549000,5.153569
6,229.50,-1.347000,4.958000,0.603000,5.172986
6,231.00,-1.623000,4.898000,0.661000,5.202062
6,232.50,-1.896000,4.836000,0.713000,5.243098
6,234.00,-2.232000,4.748000,0.769000,5.302517
6,235.50,-2.493000,4.666000,0.846000,5.357455
6,237.00,-2.760000,4.588000,0.892000,5.427984
6,238.50,-2.992000,4.514000,0.958000,5.499639
6,240.00,-3.272000,4.418000,0.999000,5.587728
6,241.50,-3.605000,4.296000,1.051000,5.705808
6,243.00,-3.852000,4.191000,1.128000,5.802997
6,244.50,-4.100000,4.080000,1.171000,5.901495
6,246.00,-4.330000,3.974000,1.222000,6.002904
6,247.50,-4.578000,3.859000,1.261000,6.118830
6,249.00,-4.849000,3.707000,1.325000,6.245821
6,250.50,-5.051000,3.580000,1.378000,6.342546
6,252.00,-5.242000,3.461000,1.403000,6.436264
6,253.50,-5.424000,3.327000,1.465000,6.529543
6,255.00,-5.602000,3.202000,1.505000,6.625725
6,256.50,-5.791000,3.052000,1.561000,6.729570
6,258.00,-5.941000,2.923000,1.580000,6.807041
6,259.50,-6.071000,2.810000,1.609000,6.880554
6,261.00,-6.203000,2.684000,1.647000,6.956556
6,262.50,-6.310000,2.574000,1.679000,7.018591
6,264.00,-6.458000,2.403000,1.709000,7.099356
6,265.50,-6.555000,2.269000,1.740000,7.151502
6,267.00,-6.645000,2.139000,1.757000,7.198499
6,268.50,-6.736000,2.017000,1.785000,7.254530
6,270.00,-6.819000,1.880000,1.806000,7.300329
6,271.50,-6.897000,1.700000,1.839000,7.337611
6,273.00,-6.976000,1.575000,1.850000,7.386995
6,274.50,-7.019000,1.444000,1.869000,7.405718
6,276.00,-7.060000,1.311000,1.894000,7.426275
6,277.50,-7.107000,1.173000,1.903000,7.450288
6,279.00,-7.125000,1.004000,1.912000,7.445091
6,280.50,-7.153000,0.871000,1.928000,7.459305
6,282.00,-7.164000,0.742000,1.934000,7.457467
6,283.50,-7.167000,0.617000,1.935000,7.449215
6,285.00,-7.162000,0.445000,1.947000,7.435259
6,286.50,-7.150000,0.316000,1.951000,7.418137
