radial_step,angle_deg,gx,gy,gz,bmag
14,1.49,1.648000,-1.772000,0.302000,2.438666
14,2.99,1.789000,-1.756000,0.271000,2.521408
14,4.48,1.965000,-1.732000,0.249000,2.631169
14,5.98,2.181000,-1.722000,0.244000,2.789549
14,7.47,2.180000,-1.708000,0.228000,2.778785
14,8.96,2.170000,-1.708000,0.236000,2.771617
14,10.46,2.137000,-1.706000,0.233000,2.744357
14,11.95,2.170000,-1.717000,0.240000,2.777515
14,13.44,2.171000,-1.697000,0.216000,2.764002
14,14.94,2.168000,-1.711000,0.242000,2.772419
14,16.43,2.175000,-1.702000,0.241000,2.772275
14,17.93,2.147000,-1.707000,0.220000,2.751701
14,19.42,2.145000,-1.711000,0.255000,2.755643
14,20.91,2.135000,-1.713000,0.213000,2.745535
14,22.41,2.138000,-1.714000,0.258000,2.752345
14,23.90,2.155000,-1.708000,0.213000,2.758017
14,25.39,2.148000,-1.716000,0.245000,2.760178
14,26.89,2.174000,-1.706000,0.218000,2.772045
14,28.38,2.154000,-1.707000,0.233000,2.758234
14,29.88,2.163000,-1.708000,0.244000,2.766834
14,31.37,2.156000,-1.698000,0.218000,2.753010
14,32.86,2.157000,-1.709000,0.246000,2.762942
14,34.36,2.156000,-1.709000,0.238000,2.761460
14,35.85,2.143000,-1.714000,0.235000,2.754173
14,37.34,2.154000,-1.709000,0.260000,2.761883
14,38.84,2.144000,-1.711000,0.217000,2.751608
14,40.33,2.145000,-1.715000,0.249000,2.757581
14,41.83,2.162000,-1.701000,0.225000,2.760121
14,43.32,2.156000,-1.703000,0.240000,2.757924
14,44.81,2.160000,-1.704000,0.222000,2.760163
14,46.31,2.159000,-1.707000,0.238000,2.762567
14,47.80,2.159000,-1.707000,0.231000,2.761972
14,49.29,2.159000,-1.708000,0.223000,2.761933
14,50.79,2.156000,-1.706000,0.243000,2.760040
14,52.28,2.157000,-1.708000,0.229000,2.760861
14,53.78,2.160000,-1.709000,0.245000,2.765195
14,55.27,2.150000,-1.708000,0.233000,2.755731
14,56.76,2.162000,-1.708000,0.221000,2.764118
14,58.26,2.163000,-1.705000,0.227000,2.763535
14,59.75,2.118000,-1.680000,0.249000,2.714834
14,61.24,2.094000,-1.645000,0.238000,2.673482
14,62.74,2.070000,-1.617000,0.258000,2.639347
14,64.23,2.054000,-1.581000,0.254000,2.604418
14,65.73,2.033000,-1.572000,0.257000,2.582697
14,67.22,2.038000,-1.573000,0.253000,2.586848
14,68.71,2.034000,-1.570000,0.247000,2.581291
14,70.21,2.036000,-1.577000,0.245000,2.586938
14,71.70,2.030000,-1.573000,0.250000,2.580258
14,73.20,2.034000,-1.577000,0.249000,2.585747
14,74.69,2.036000,-1.574000,0.243000,2.584922
14,76.18,2.035000,-1.575000,0.253000,2.585703
14,77.68,2.043000,-1.567000,0.244000,2.586286
14,79.17,2.040000,-1.574000,0.248000,2.588548
14,80.66,2.036000,-1.576000,0.252000,2.587001
14,82.16,2.037000,-1.577000,0.254000,2.588593
14,83.65,2.036000,-1.576000,0.255000,2.587295
14,85.15,2.035000,-1.577000,0.253000,2.586922
14,86.64,2.043000,-1.577000,0.248000,2.592736
14,88.13,2.039000,-1.575000,0.247000,2.588273
14,89.63,2.036000,-1.574000,0.252000,2.585783
14,91.12,2.017000,-1.542000,0.203000,2.547010
14,92.61,2.208000,-1.554000,0.221000,2.709063
14,94.11,2.339000,-1.533000,0.181000,2.802458
14,95.60,2.322000,-1.519000,0.165000,2.779617
14,97.10,2.318000,-1.515000,0.168000,2.774270
14,98.59,2.342000,-1.507000,0.156000,2.789328
14,100.08,2.529000,-1.484000,0.148000,2.935984
14,101.58,2.870000,-1.416000,0.091000,3.201599
14,103.07,3.008000,-1.377000,0.076000,3.309074
14,104.56,3.122000,-1.336000,0.029000,3.395971
14,106.06,3.257000,-1.301000,0.013000,3.507252
14,107.55,3.393000,-1.256000,-0.007000,3.618015
14,109.05,3.549000,-1.202000,-0.026000,3.747116
14,110.54,3.679000,-1.152000,-0.041000,3.855363
14,112.03,3.812000,-1.103000,-0.062000,3.968853
14,113.53,3.927000,-1.054000,-0.098000,4.067167
14,115.02,4.052000,-1.000000,-0.127000,4.175504
14,116.51,4.161000,-0.953000,-0.141000,4.271067
14,118.01,4.269000,-0.894000,-0.164000,4.364687
14,119.50,4.389000,-0.827000,-0.193000,4.470403
14,121.00,4.497000,-0.767000,-0.219000,4.567194
14,122.49,4.629000,-0.691000,-0.240000,4.686440
14,123.98,4.742000,-0.615000,-0.257000,4.788615
14,125.48,4.850000,-0.538000,-0.278000,4.887661
14,126.97,4.959000,-0.454000,-0.304000,4.989009
14,128.46,5.051000,-0.396000,-0.324000,5.076849
14,129.96,5.165000,-0.278000,-0.351000,5.184372
14,131.45,5.247000,-0.196000,-0.365000,5.263331
14,132.95,5.332000,-0.119000,-0.383000,5.347062
14,134.44,5.421000,-0.013000,-0.409000,5.436423
14,135.93,5.491000,0.066000,-0.410000,5.506681
14,137.43,5.552000,0.158000,-0.428000,5.570714
14,138.92,5.624000,0.271000,-0.449000,5.648400
14,140.41,5.678000,0.354000,-0.461000,5.707672
14,141.91,5.725000,0.453000,-0.471000,5.762176
14,143.40,5.765000,0.554000,-0.480000,5.811415
14,144.90,5.791000,0.645000,-0.492000,5.847544
14,146.39,5.831000,0.753000,-0.505000,5.901067
14,147.88,5.849000,0.849000,-0.511000,5.932345
14,149.38,5.874000,0.942000,-0.525000,5.972174
14,150.87,5.880000,1.038000,-0.528000,5.994216
14,152.37,5.881000,1.131000,-0.531000,6.012261
14,153.86,5.874000,1.247000,-0.544000,6.029496
14,155.35,5.862000,1.338000,-0.544000,6.037319
14,156.85,5.849000,1.431000,-0.542000,6.045852
14,158.34,5.821000,1.532000,-0.540000,6.043398
14,159.83,5.788000,1.640000,-0.540000,6.040045
14,161.33,5.756000,1.722000,-0.541000,6.032371
14,162.82,5.710000,1.811000,-0.524000,6.013185
14,164.32,5.657000,1.905000,-0.529000,5.992538
14,165.81,5.602000,1.998000,-0.529000,5.971118
14,167.30,5.534000,2.109000,-0.517000,5.944773
14,168.80,5.460000,2.192000,-0.516000,5.906159
14,170.29,5.392000,2.265000,-0.513000,5.870865
14,171.78,5.306000,2.353000,-0.498000,5.825654
14,173.28,5.231000,2.435000,-0.488000,5.790573
14,174.77,5.115000,2.523000,-0.476000,5.723227
14,176.27,5.013000,2.595000,-0.459000,5.663468
14,177.76,4.922000,2.673000,-0.454000,5.619353
14,179.25,4.808000,2.747000,-0.428000,5.553923
14,180.75,4.699000,2.808000,-0.425000,5.490546
14,182.24,4.561000,2.896000,-0.402000,5.417669
14,183.73,4.431000,2.951000,-0.388000,5.337856
14,185.23,4.311000,3.017000,-0.363000,5.274351
14,186.72,4.175000,3.070000,-0.343000,5.193570
14,188.22,4.025000,3.133000,-0.330000,5.111283
14,189.71,3.842000,3.203000,-0.305000,5.011307
14,191.20,3.698000,3.242000,-0.268000,4.925200
14,192.70,3.550000,3.290000,-0.261000,4.847135
14,194.19,3.399000,3.338000,-0.231000,4.769571
14,195.68,3.244000,3.371000,-0.206000,4.682906
14,197.18,3.038000,3.409000,-0.186000,4.570046
14,198.67,2.883000,3.446000,-0.163000,4.495906
14,200.17,2.698000,3.473000,-0.127000,4.399666
14,201.66,2.540000,3.495000,-0.102000,4.321693
14,203.15,2.373000,3.524000,-0.078000,4.249210
14,204.65,2.158000,3.537000,-0.051000,4.143662
14,206.14,1.988000,3.551000,-0.024000,4.069683
14,207.63,1.824000,3.570000,0.007000,4.008981
14,209.13,1.640000,3.580000,0.029000,3.937873
14,210.62,1.460000,3.585000,0.054000,3.871271
14,212.12,1.282000,3.591000,0.066000,3.813550
14,213.61,1.104000,3.591000,0.111000,3.758513
14,215.10,0.926000,3.588000,0.151000,3.708641
14,216.60,0.752000,3.582000,0.179000,3.664460
14,218.09,0.565000,3.570000,0.196000,3.619743
14,219.59,0.386000,3.550000,0.224000,3.577942
14,221.08,0.201000,3.534000,0.247000,3.548319
14,222.57,0.021000,3.515000,0.276000,3.525882
14,224.07,-0.153000,3.493000,0.312000,3.510242
14,225.56,-0.331000,3.466000,0.337000,3.498040
14,227.05,-0.497000,3.435000,0.379000,3.491400
14,228.55,-0.710000,3.399000,0.412000,3.496719
14,230.04,-0.884000,3.366000,0.439000,3.507725
14,231.54,-1.052000,3.320000,0.480000,3.515609
14,233.03,-1.221000,3.284000,0.492000,3.538017
14,234.52,-1.389000,3.233000,0.528000,3.558145
14,236.02,-1.593000,3.171000,0.562000,3.592873
14,237.51,-1.747000,3.119000,0.591000,3.623458
14,239.00,-1.911000,3.070000,0.615000,3.668112
14,240.50,-2.084000,3.006000,0.625000,3.710757
14,241.99,-2.255000,2.936000,0.676000,3.763256
14,243.49,-2.462000,2.846000,0.709000,3.829339
14,244.98,-2.615000,2.781000,0.724000,3.885404
14,246.47,-2.775000,2.704000,0.763000,3.948976
14,247.97,-2.901000,2.629000,0.789000,3.993740
14,249.46,-3.021000,2.561000,0.810000,4.042433
14,250.95,-3.181000,2.459000,0.835000,4.106418
14,252.45,-3.299000,2.390000,0.851000,4.161695
14,253.94,-3.395000,2.317000,0.882000,4.203860
14,255.44,-3.493000,2.245000,0.904000,4.249505
14,256.93,-3.584000,2.169000,0.923000,4.289702
14,258.42,-3.697000,2.072000,0.934000,4.339741
14,259.92,-3.786000,1.993000,0.955000,4.383819
14,261.41,-3.858000,1.916000,0.970000,4.415441
14,262.90,-3.937000,1.833000,0.988000,4.453763
14,264.40,-4.008000,1.755000,0.999000,4.487994
14,265.89,-4.080000,1.651000,1.021000,4.518257
14,267.39,-4.145000,1.572000,1.032000,4.551619
14,268.88,-4.202000,1.489000,1.049000,4.579774
14,270.37,-4.236000,1.409000,1.059000,4.588078
14,271.87,-4.289000,1.328000,1.060000,4.613318
14,273.36,-4.329000,1.226000,1.072000,4.625203
14,274.85,-4.355000,1.143000,1.085000,4.631382
14,276.35,-4.382000,1.063000,1.092000,4.639435
14,277.84,-4.403000,0.984000,1.085000,4.640247
14,279.34,-4.413000,0.899000,1.109000,4.638173
14,280.83,-4.432000,0.807000,1.101000,4.637464
14,282.32,-4.432000,0.724000,1.123000,4.629031
14,283.82,-4.427000,0.641000,1.122000,4.611734
14,285.31,-4.427000,0.561000,1.129000,4.603009
14,286.80,-4.412000,0.492000,1.132000,4.581401
14,288.30,-4.395000,0.397000,1.138000,4.557267
14,289.79,-4.370000,0.316000,1.126000,4.523785
14,291.29,-4.344000,0.226000,1.133000,4.495008
14,292.78,-4.322000,0.158000,1.132000,4.470578
14,294.27,-4.290000,0.081000,1.132000,4.437576
14,295.77,-4.251000,-0.001000,1.120000,4.396067
14,297.26,-4.202000,-0.075000,1.116000,4.348320
14,298.76,-4.149000,-0.165000,1.113000,4.298860
14,300.25,-4.080000,-0.245000,1.102000,4.233300
14,301.74,-4.028000,-0.308000,1.106000,4.188423
14,303.24,-3.947000,-0.399000,1.097000,4.115996
14,304.73,-3.871000,-0.459000,1.085000,4.046300
14,306.22,-3.806000,-0.531000,1.083000,3.992554
14,307.72,-3.709000,-0.619000,1.066000,3.908478
14,309.21,-3.631000,-0.683000,1.064000,3.844834
14,310.71,-3.520000,-0.755000,1.036000,3.746161
14,312.20,-3.432000,-0.815000,1.030000,3.674745
14,313.69,-3.315000,-0.892000,1.016000,3.580104
14,315.19,-3.221000,-0.941000,0.994000,3.499765
14,316.68,-3.117000,-0.995000,0.983000,3.416431
14,318.17,-2.978000,-1.057000,0.964000,3.303790
14,319.67,-2.864000,-1.115000,0.957000,3.218939
14,321.16,-2.735000,-1.170000,0.933000,3.117630
14,322.66,-2.601000,-1.222000,0.917000,3.016517
14,324.15,-2.479000,-1.268000,0.902000,2.926921
14,325.64,-2.331000,-1.318000,0.881000,2.819015
14,327.14,-2.196000,-1.366000,0.862000,2.726062
14,328.63,-2.029000,-1.409000,0.835000,2.607556
14,330.12,-1.902000,-1.442000,0.817000,2.522788
14,331.62,-1.766000,-1.478000,0.796000,2.436566
14,333.11,-1.587000,-1.514000,0.769000,2.324247
14,334.61,-1.460000,-1.545000,0.752000,2.254801
14,336.10,-1.271000,-1.579000,0.734000,2.155792
14,337.59,-1.128000,-1.596000,0.709000,2.079010
14,339.09,-0.943000,-1.621000,0.675000,1.993117
14,340.58,-0.798000,-1.644000,0.658000,1.942293
14,342.07,-0.645000,-1.670000,0.633000,1.898845
14,343.57,-0.454000,-1.678000,0.594000,1.837018
14,345.06,-0.301000,-1.695000,0.575000,1.815007
14,346.56,-0.111000,-1.700000,0.548000,1.789588
14,348.05,0.047000,-1.704000,0.533000,1.786033
14,349.54,0.210000,-1.705000,0.508000,1.791421
14,351.04,0.367000,-1.723000,0.479000,1.825612
14,352.53,0.562000,-1.715000,0.435000,1.856420
14,354.02,0.719000,-1.708000,0.425000,1.901276
14,355.52,0.883000,-1.696000,0.380000,1.949488
14,357.01,1.038000,-1.696000,0.361000,2.020936
14,358.51,1.192000,-1.687000,0.348000,2.094740
15,0.00,1.394000,-1.673000,0.311000,2.199747
15,1.48,1.546000,-1.651000,0.283000,2.279475
15,2.96,1.697000,-1.627000,0.263000,2.365609
15,4.44,1.850000,-1.606000,0.234000,2.460994
15,5.93,2.011000,-1.597000,0.221000,2.577474
15,7.41,2.002000,-1.575000,0.218000,2.556590
15,8.89,1.987000,-1.573000,0.215000,2.543368
15,10.37,1.988000,-1.566000,0.216000,2.539913
15,11.85,1.993000,-1.568000,0.212000,2.544723
15,13.33,1.995000,-1.573000,0.215000,2.549623
15,14.81,1.995000,-1.570000,0.215000,2.547774
15,16.30,1.988000,-1.575000,0.215000,2.545387
15,17.78,1.992000,-1.575000,0.217000,2.548682
15,19.26,1.991000,-1.569000,0.217000,2.544196
15,20.74,1.994000,-1.579000,0.214000,2.552464
15,22.22,1.986000,-1.570000,0.211000,2.540397
15,23.70,1.994000,-1.572000,0.223000,2.548911
15,25.19,1.994000,-1.570000,0.215000,2.546991
15,26.67,1.998000,-1.564000,0.207000,2.545771
15,28.15,1.989000,-1.569000,0.210000,2.542043
15,29.63,1.996000,-1.573000,0.221000,2.550919
15,31.11,1.996000,-1.573000,0.217000,2.550575
15,32.59,1.985000,-1.571000,0.221000,2.541084
15,34.07,1.988000,-1.577000,0.214000,2.546541
15,35.56,1.990000,-1.573000,0.221000,2.546227
15,37.04,1.994000,-1.574000,0.204000,2.548554
15,38.52,1.991000,-1.575000,0.216000,2.547815
15,40.00,1.994000,-1.571000,0.209000,2.547108
15,41.48,1.995000,-1.577000,0.202000,2.551031
15,42.96,1.994000,-1.568000,0.216000,2.545843
15,44.44,1.991000,-1.570000,0.215000,2.544643
15,45.93,1.998000,-1.575000,0.209000,2.552706
15,47.41,1.996000,-1.570000,0.221000,2.549070
15,48.89,1.985000,-1.574000,0.215000,2.542425
15,50.37,1.991000,-1.574000,0.199000,2.545812
15,51.85,1.992000,-1.567000,0.219000,2.543917
15,53.33,1.987000,-1.572000,0.201000,2.541605
15,54.81,1.988000,-1.573000,0.214000,2.544065
15,56.30,1.987000,-1.583000,0.214000,2.549481
15,57.78,1.981000,-1.567000,0.207000,2.534304
15,59.26,1.971000,-1.560000,0.210000,2.522408
15,60.74,1.949000,-1.532000,0.221000,2.488868
15,62.22,1.920000,-1.510000,0.217000,2.452262
15,63.70,1.905000,-1.483000,0.233000,2.425408
15,65.19,1.890000,-1.460000,0.226000,2.398911
15,66.67,1.890000,-1.449000,0.224000,2.392045
15,68.15,1.887000,-1.451000,0.222000,2.390702
15,69.63,1.895000,-1.450000,0.218000,2.396049
15,71.11,1.891000,-1.454000,0.216000,2.395131
15,72.59,1.889000,-1.451000,0.223000,2.392374
15,74.07,1.892000,-1.452000,0.223000,2.395349
15,75.56,1.893000,-1.459000,0.221000,2.400202
15,77.04,1.889000,-1.447000,0.212000,2.388948
15,78.52,1.887000,-1.452000,0.214000,2.390579
15,80.00,1.888000,-1.444000,0.216000,2.386700
15,81.48,1.891000,-1.450000,0.203000,2.391566
15,82.96,1.890000,-1.448000,0.212000,2.390345
15,84.44,1.894000,-1.449000,0.214000,2.394292
15,85.93,1.890000,-1.446000,0.216000,2.389492
15,87.41,1.898000,-1.449000,0.210000,2.397103
15,88.89,1.895000,-1.449000,0.222000,2.395811
15,90.37,1.888000,-1.455000,0.221000,2.393827
15,91.85,1.893000,-1.445000,0.210000,2.390727
15,93.33,2.054000,-1.454000,0.227000,2.526769
15,94.81,2.180000,-1.429000,0.170000,2.612153
15,96.30,2.187000,-1.417000,0.166000,2.611209
15,97.78,2.172000,-1.419000,0.164000,2.599623
15,99.26,2.175000,-1.413000,0.153000,2.598192
15,100.74,2.176000,-1.409000,0.150000,2.596682
15,102.22,2.330000,-1.391000,0.129000,2.716693
15,103.70,2.585000,-1.349000,0.107000,2.917786
15,105.19,2.770000,-1.300000,0.061000,3.060494
15,106.67,2.914000,-1.261000,0.051000,3.175550
15,108.15,3.036000,-1.217000,0.016000,3.270878
15,109.63,3.204000,-1.165000,-0.006000,3.409234
15,111.11,3.329000,-1.125000,-0.022000,3.514022
15,112.59,3.441000,-1.081000,-0.035000,3.606975
15,114.07,3.577000,-1.035000,-0.077000,3.724525
15,115.56,3.685000,-1.000000,-0.082000,3.819156
15,117.04,3.805000,-0.940000,-0.099000,3.920641
15,118.52,3.914000,-0.900000,-0.125000,4.018087
15,120.00,4.032000,-0.847000,-0.145000,4.122555
15,121.48,4.163000,-0.768000,-0.180000,4.237074
15,122.96,4.277000,-0.704000,-0.202000,4.339257
15,124.44,4.406000,-0.633000,-0.218000,4.456574
15,125.93,4.511000,-0.553000,-0.233000,4.550738
15,127.41,4.628000,-0.482000,-0.257000,4.660124
15,128.89,4.717000,-0.419000,-0.272000,4.743378
15,130.37,4.803000,-0.352000,-0.283000,4.824189
15,131.85,4.902000,-0.251000,-0.323000,4.919038
15,133.33,4.975000,-0.182000,-0.333000,4.989453
15,134.81,5.082000,-0.073000,-0.354000,5.094837
15,136.30,5.153000,0.001000,-0.367000,5.166053
15,137.78,5.212000,0.083000,-0.377000,5.226276
15,139.26,5.280000,0.167000,-0.403000,5.297990
15,140.74,5.355000,0.272000,-0.401000,5.376877
15,142.22,5.401000,0.353000,-0.421000,5.428872
15,143.70,5.447000,0.446000,-0.420000,5.481343
15,145.19,5.483000,0.535000,-0.443000,5.526822
15,146.67,5.508000,0.615000,-0.449000,5.560386
15,148.15,5.554000,0.721000,-0.467000,5.620040
15,149.63,5.566000,0.811000,-0.467000,5.644127
15,151.11,5.582000,0.895000,-0.472000,5.672965
15,152.59,5.597000,0.981000,-0.486000,5.703066
15,154.07,5.601000,1.069000,-0.490000,5.723116
15,155.56,5.597000,1.176000,-0.495000,5.740593
15,157.04,5.588000,1.263000,-0.492000,5.750041
15,158.52,5.577000,1.342000,-0.499000,5.757855
15,160.00,5.554000,1.441000,-0.495000,5.759203
15,161.48,5.530000,1.525000,-0.492000,5.757481
15,162.96,5.487000,1.627000,-0.509000,5.745727
15,164.44,5.453000,1.713000,-0.484000,5.736186
15,165.93,5.408000,1.797000,-0.498000,5.720461
15,167.41,5.354000,1.885000,-0.481000,5.696482
15,168.89,5.309000,1.964000,-0.480000,5.680949
15,170.37,5.234000,2.067000,-0.481000,5.647885
15,171.85,5.158000,2.145000,-0.462000,5.605304
15,173.33,5.099000,2.217000,-0.455000,5.578702
15,174.81,5.011000,2.300000,-0.446000,5.531640
15,176.30,4.927000,2.374000,-0.443000,5.487026
15,177.78,4.812000,2.459000,-0.431000,5.421050
15,179.26,4.724000,2.528000,-0.410000,5.373552
15,180.74,4.615000,2.603000,-0.406000,5.314007
15,182.22,4.516000,2.672000,-0.379000,5.260939
15,183.70,4.407000,2.730000,-0.372000,5.197397
15,185.19,4.272000,2.794000,-0.356000,5.116948
15,186.67,4.156000,2.862000,-0.345000,5.057905
15,188.15,4.029000,2.924000,-0.328000,4.989008
15,189.63,3.900000,2.973000,-0.304000,4.913364
15,191.11,3.759000,3.027000,-0.284000,4.834611
15,192.59,3.587000,3.080000,-0.254000,4.734711
15,194.07,3.465000,3.126000,-0.245000,4.673128
15,195.56,3.312000,3.174000,-0.214000,4.592321
15,197.04,3.161000,3.212000,-0.210000,4.511426
15,198.52,3.014000,3.247000,-0.180000,4.433915
15,200.00,2.819000,3.291000,-0.156000,4.336102
15,201.48,2.664000,3.316000,-0.128000,4.255483
15,202.96,2.513000,3.342000,-0.111000,4.182876
15,204.44,2.358000,3.361000,-0.080000,4.106444
15,205.93,2.153000,3.388000,-0.060000,4.014667
15,207.41,1.991000,3.408000,-0.028000,3.947066
15,208.89,1.830000,3.424000,-0.016000,3.882387
15,210.37,1.667000,3.431000,0.016000,3.814565
15,211.85,1.500000,3.441000,0.040000,3.753942
15,213.33,1.331000,3.433000,0.058000,3.682447
15,214.81,1.171000,3.442000,0.098000,3.637060
15,216.30,0.999000,3.441000,0.115000,3.584928
15,217.78,0.832000,3.437000,0.144000,3.539199
15,219.26,0.670000,3.427000,0.170000,3.496016
15,220.74,0.502000,3.410000,0.202000,3.452667
15,222.22,0.342000,3.400000,0.227000,3.424689
15,223.70,0.173000,3.387000,0.258000,3.401215
15,225.19,0.001000,3.366000,0.269000,3.376732
15,226.67,-0.154000,3.347000,0.316000,3.365409
15,228.15,-0.327000,3.323000,0.330000,3.355318
15,229.63,-0.490000,3.296000,0.370000,3.352703
15,231.11,-0.685000,3.253000,0.401000,3.348438
15,232.59,-0.851000,3.212000,0.428000,3.350273
15,234.07,-1.005000,3.184000,0.445000,3.368368
15,235.56,-1.158000,3.147000,0.456000,3.384156
15,237.04,-1.326000,3.102000,0.511000,3.412008
15,238.52,-1.513000,3.041000,0.534000,3.438314
15,240.00,-1.662000,3.001000,0.560000,3.475895
15,241.48,-1.811000,2.944000,0.572000,3.503433
15,242.96,-1.982000,2.886000,0.598000,3.551749
15,244.44,-2.119000,2.826000,0.640000,3.589713
15,245.93,-2.305000,2.753000,0.654000,3.649623
15,247.41,-2.450000,2.687000,0.692000,3.701531
15,248.89,-2.596000,2.599000,0.708000,3.741027
15,250.37,-2.739000,2.534000,0.737000,3.803478
15,251.85,-2.861000,2.463000,0.751000,3.849116
15,253.33,-3.014000,2.368000,0.782000,3.911923
15,254.81,-3.126000,2.290000,0.809000,3.958593
15,256.30,-3.229000,2.228000,0.820000,4.007845
15,257.78,-3.317000,2.154000,0.843000,4.043866
15,259.26,-3.407000,2.086000,0.863000,4.087030
15,260.74,-3.507000,1.994000,0.882000,4.129529
15,262.22,-3.588000,1.921000,0.893000,4.166705
15,263.70,-3.663000,1.844000,0.918000,4.202455
15,265.19,-3.725000,1.767000,0.925000,4.225345
15,266.67,-3.792000,1.695000,0.949000,4.260621
15,268.15,-3.871000,1.600000,0.953000,4.295678
15,269.63,-3.923000,1.520000,0.966000,4.316652
15,271.11,-3.976000,1.441000,0.969000,4.338665
15,272.59,-4.016000,1.364000,0.997000,4.356921
15,274.07,-4.058000,1.284000,0.997000,4.371502
15,275.56,-4.100000,1.190000,1.003000,4.385443
15,277.04,-4.131000,1.106000,1.007000,4.393455
15,278.52,-4.147000,1.029000,1.032000,4.395620
15,280.00,-4.169000,0.948000,1.031000,4.397980
15,281.48,-4.180000,0.876000,1.039000,4.395372
15,282.96,-4.191000,0.778000,1.047000,4.389302
15,284.44,-4.193000,0.698000,1.047000,4.377746
15,285.93,-4.192000,0.619000,1.044000,4.364168
15,287.41,-4.193000,0.549000,1.059000,4.359373
15,288.89,-4.177000,0.455000,1.058000,4.332865
15,290.37,-4.152000,0.388000,1.058000,4.302210
15,291.85,-4.138000,0.313000,1.047000,4.279862
15,293.33,-4.118000,0.225000,1.055000,4.256944
15,294.81,-4.085000,0.159000,1.050000,4.220783
15,296.30,-4.043000,0.077000,1.054000,4.178839
15,297.78,-4.010000,0.002000,1.052000,4.145698
15,299.26,-3.962000,-0.079000,1.056000,4.101076
15,300.74,-3.913000,-0.151000,1.038000,4.051150
15,302.22,-3.849000,-0.220000,1.038000,3.992574
15,303.70,-3.781000,-0.298000,1.030000,3.930097
15,305.19,-3.699000,-0.375000,1.016000,3.854281
15,306.67,-3.637000,-0.442000,1.000000,3.797780
15,308.15,-3.569000,-0.508000,0.991000,3.738704
15,309.63,-3.474000,-0.588000,0.995000,3.661208
15,311.11,-3.392000,-0.649000,0.980000,3.589884
15,312.59,-3.283000,-0.724000,0.971000,3.499301
15,314.07,-3.199000,-0.773000,0.962000,3.428786
15,315.56,-3.108000,-0.830000,0.943000,3.352285
15,317.04,-2.984000,-0.898000,0.928000,3.251437
15,318.52,-2.886000,-0.944000,0.935000,3.177162
15,320.00,-2.762000,-1.006000,0.902000,3.074782
15,321.48,-2.645000,-1.056000,0.890000,2.983833
15,322.96,-2.505000,-1.108000,0.878000,2.876382
15,324.44,-2.391000,-1.157000,0.856000,2.790746
15,325.93,-2.273000,-1.190000,0.844000,2.700919
15,327.41,-2.129000,-1.239000,0.814000,2.594293
15,328.89,-2.009000,-1.282000,0.793000,2.511664
15,330.37,-1.858000,-1.329000,0.772000,2.411304
15,331.85,-1.728000,-1.358000,0.751000,2.322531
15,333.33,-1.600000,-1.387000,0.746000,2.245058
15,334.81,-1.433000,-1.424000,0.714000,2.142676
15,336.30,-1.304000,-1.442000,0.698000,2.065668
15,337.78,-1.134000,-1.472000,0.667000,1.974241
15,339.26,-1.005000,-1.503000,0.654000,1.922693
15,340.74,-0.856000,-1.515000,0.632000,1.851320
15,342.22,-0.686000,-1.534000,0.605000,1.785995
15,343.70,-0.534000,-1.551000,0.588000,1.742556
15,345.19,-0.367000,-1.573000,0.555000,1.707935
15,346.67,-0.219000,-1.579000,0.531000,1.680227
15,348.15,-0.039000,-1.590000,0.515000,1.671779
15,349.63,0.111000,-1.586000,0.476000,1.659606
15,351.11,0.259000,-1.594000,0.470000,1.681909
15,352.59,0.412000,-1.599000,0.436000,1.707818
15,354.07,0.612000,-1.593000,0.400000,1.752767
15,355.56,0.746000,-1.591000,0.386000,1.799109
15,357.04,0.904000,-1.580000,0.369000,1.857358
15,358.52,1.054000,-1.573000,0.342000,1.924113
16,0.00,1.201000,-1.566000,0.319000,1.999129
16,1.49,1.396000,-1.552000,0.282000,2.106429
16,2.98,1.533000,-1.530000,0.265000,2.182021
16,4.46,1.681000,-1.515000,0.249000,2.276617
16,5.95,1.848000,-1.507000,0.239000,2.396513
16,7.44,1.887000,-1.475000,0.241000,2.407172
16,8.93,1.845000,-1.469000,0.232000,2.369770
16,10.41,1.837000,-1.475000,0.229000,2.366989
16,11.90,1.841000,-1.477000,0.229000,2.371339
16,13.39,1.847000,-1.474000,0.234000,2.374624
16,14.88,1.840000,-1.469000,0.229000,2.365587
16,16.36,1.840000,-1.476000,0.237000,2.370727
16,17.85,1.844000,-1.467000,0.236000,2.368147
16,19.34,1.840000,-1.475000,0.240000,2.370406
16,20.83,1.841000,-1.471000,0.223000,2.367034
16,22.31,1.846000,-1.475000,0.232000,2.374271
16,23.80,1.837000,-1.472000,0.224000,2.364641
16,25.29,1.839000,-1.474000,0.225000,2.367535
16,26.78,1.838000,-1.473000,0.225000,2.366136
16,28.26,1.837000,-1.471000,0.233000,2.364889
16,29.75,1.840000,-1.470000,0.234000,2.366697
16,31.24,1.839000,-1.471000,0.226000,2.365764
16,32.73,1.832000,-1.473000,0.229000,2.361862
16,34.21,1.841000,-1.475000,0.232000,2.370386
16,35.70,1.835000,-1.472000,0.236000,2.364256
16,37.19,1.838000,-1.468000,0.235000,2.363999
16,38.68,1.837000,-1.480000,0.233000,2.370497
16,40.17,1.841000,-1.479000,0.238000,2.373471
16,41.65,1.841000,-1.474000,0.237000,2.370259
16,43.14,1.840000,-1.471000,0.240000,2.367919
16,44.63,1.841000,-1.472000,0.229000,2.368228
